home_team,away_team,Year,rank_diff,points_diff,home_win_rate,away_win_rate,home_recent_win_rate,away_recent_win_rate,h2h_home_wins,h2h_draws,h2h_away_wins,stage,home_appearances,away_appearances,home_champion_count,away_champion_count,home_final_appearances,away_final_appearances,target
Portugal,Korea DPR,1966,-103.0,506.5999999999999,1.0,0.3333333333333333,1.0,0.3333333333333333,0,0,0,3,1,1,0,0,0,0,0
England,Argentina,1966,2.0,-45.41000000000008,0.29411764705882354,0.5333333333333333,0.2857142857142857,0.4444444444444444,1,0,0,3,5,5,0,0,0,1,0
Russia,Hungary,1966,-3.0,3.9099999999998545,0.5833333333333334,0.5909090909090909,0.5833333333333334,0.5625,0,0,0,3,3,6,0,0,0,2,0
Germany,Uruguay,1966,-3.0,11.5,0.56,0.631578947368421,0.5789473684210527,0.45454545454545453,0,0,0,3,6,5,1,2,1,2,0
Germany,Russia,1966,-22.0,154.10000000000014,0.5769230769230769,0.6153846153846154,0.6,0.6153846153846154,0,0,0,4,6,3,1,0,1,0,0
England,Portugal,1966,-4.0,51.91000000000008,0.3333333333333333,1.0,0.3333333333333333,1.0,0,0,0,4,5,1,0,0,0,0,0
Portugal,Russia,1966,-24.0,180.45000000000005,0.8,0.5714285714285714,0.8,0.5714285714285714,0,0,0,5,1,3,0,0,0,0,0
England,Germany,1966,-6.0,78.25999999999999,0.3684210526315789,0.5925925925925926,0.375,0.6190476190476191,0,0,0,5,5,6,0,1,0,1,0
Mexico,Russia,1970,-20.0,148.7800000000002,0.058823529411764705,0.5333333333333333,0.1111111111111111,0.5333333333333333,0,0,0,1,6,3,0,0,0,0,1
England,Romania,1970,-48.0,293.78999999999996,0.4,0.2,0.42857142857142855,0.0,0,0,0,1,5,3,1,0,1,0,0
Peru,Bulgaria,1970,-49.0,225.6500000000001,0.0,0.0,0.0,0.0,0,0,0,1,1,2,0,0,0,0,0
Uruguay,Israel,1970,-62.0,322.1600000000001,0.6,0.0,0.2857142857142857,0.0,0,0,0,1,5,0,2,0,2,0,0
Belgium,El Salvador,1970,-72.0,486.20000000000005,0.0,0.0,0.0,0.0,0,0,0,1,4,0,0,0,0,0,0
Brazil,Czechia,1970,-34.0,349.0899999999999,0.625,0.42105263157894735,0.7333333333333333,0.4,2,2,0,1,8,5,2,0,3,2,0
Italy,Sweden,1970,-19.0,172.81000000000017,0.6,0.5,0.3333333333333333,0.6666666666666666,0,0,1,1,6,4,2,0,2,1,0
Germany,Morocco,1970,-11.0,86.71000000000004,0.5714285714285714,0.0,0.5,0.0,0,0,0,1,6,0,1,0,2,0,0
Romania,Czechia,1970,18.0,-57.52999999999997,0.16666666666666666,0.4,0.0,0.36363636363636365,0,0,1,1,4,6,0,0,0,2,0
Uruguay,Italy,1970,8.0,-87.43000000000006,0.6190476190476191,0.6190476190476191,0.375,0.42857142857142855,0,0,0,1,6,7,2,2,2,2,1
Russia,Belgium,1970,31.0,-320.60000000000014,0.5,0.14285714285714285,0.5,1.0,0,0,0,1,4,5,0,0,0,0,0
Peru,Morocco,1970,1.0,-2.490000000000009,0.3333333333333333,0.0,1.0,0.0,0,0,0,1,2,1,0,0,0,0,0
Mexico,El Salvador,1970,-61.0,314.3800000000001,0.05555555555555555,0.0,0.1,0.0,0,0,0,1,7,1,0,0,0,0,0
Brazil,England,1970,-4.0,112.82999999999993,0.6363636363636364,0.42857142857142855,0.75,0.4666666666666667,1,1,0,1,9,6,2,1,3,1,0
Germany,Bulgaria,1970,-61.0,314.85000000000014,0.5862068965517241,0.0,0.5294117647058824,0.0,0,0,0,1,7,3,1,0,2,0,0
Sweden,Israel,1970,-51.0,236.77999999999997,0.47058823529411764,0.0,0.5714285714285714,0.0,0,0,0,1,5,1,0,0,1,0,1
Germany,Peru,1970,-12.0,89.20000000000005,0.6,0.5,0.5555555555555556,1.0,0,0,0,1,7,2,1,0,2,0,0
Brazil,Romania,1970,-52.0,406.6199999999999,0.6470588235294118,0.2857142857142857,0.7647058823529411,0.5,0,0,0,1,9,4,2,0,3,0,0
Sweden,Uruguay,1970,11.0,-85.38000000000011,0.4444444444444444,0.5909090909090909,0.5,0.3333333333333333,0,0,1,1,5,6,0,2,1,2,0
Russia,El Salvador,1970,-41.0,165.5999999999999,0.5294117647058824,0.0,0.5294117647058824,0.0,0,0,0,1,4,1,0,0,0,0,0
Mexico,Belgium,1970,11.0,-171.81999999999994,0.10526315789473684,0.125,0.18181818181818182,0.5,0,0,0,1,7,5,0,0,0,0,0
Italy,Israel,1970,-70.0,409.59000000000015,0.5909090909090909,0.0,0.375,0.0,0,0,0,1,7,1,2,0,2,0,1
Bulgaria,Morocco,1970,50.0,-228.1400000000001,0.0,0.0,0.0,0.0,0,0,0,1,3,1,0,0,0,0,1
England,Czechia,1970,-30.0,236.26,0.4090909090909091,0.38095238095238093,0.4375,0.3333333333333333,0,0,0,1,6,6,1,0,1,2,0
Brazil,Peru,1970,-22.0,280.28999999999996,0.6571428571428571,0.4,0.7777777777777778,0.6666666666666666,0,0,0,3,9,2,2,0,3,0,0
Italy,Mexico,1970,-7.0,81.25,0.5652173913043478,0.15,0.3333333333333333,0.25,0,0,0,3,7,7,2,0,2,0,0
Uruguay,Russia,1970,-19.0,142.60000000000014,0.5652173913043478,0.5555555555555556,0.3,0.5555555555555556,0,0,1,3,6,4,2,0,2,0,0
Germany,England,1970,6.0,-78.25999999999999,0.6129032258064516,0.43478260869565216,0.5789473684210527,0.47058823529411764,0,0,1,3,7,6,1,1,2,1,0
Italy,Germany,1970,-5.0,75.93000000000006,0.5833333333333334,0.625,0.4,0.6,0,1,0,4,7,7,2,1,2,2,0
Brazil,Uruguay,1970,-13.0,202.58999999999992,0.6666666666666666,0.5833333333333334,0.7894736842105263,0.36363636363636365,0,0,1,4,9,6,2,2,3,2,0
Germany,Uruguay,1970,-3.0,11.5,0.6060606060606061,0.56,0.5714285714285714,0.3333333333333333,1,0,0,5,7,6,1,2,2,2,0
Brazil,Italy,1970,-5.0,115.15999999999985,0.6756756756756757,0.6,0.8,0.45454545454545453,0,0,1,5,9,7,2,2,3,2,0
Brazil,Serbia,1974,-20.0,277.68000000000006,0.6842105263157895,0.47368421052631576,0.8,0.5,1,1,1,1,9,5,3,0,4,0,1
Germany,Chile,1974,-18.0,140.60000000000014,0.6176470588235294,0.4666666666666667,0.6875,0.4444444444444444,1,0,0,1,7,4,1,0,2,0,0
Germany DR,Australia,1974,183.0,-726.5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
Congo DR,Scotland,1974,33.0,-145.6099999999999,0.0,0.0,0.0,0.0,0,0,0,1,0,2,0,0,0,0,2
Uruguay,Netherlands,1974,6.0,-55.799999999999955,0.5384615384615384,0.0,0.3076923076923077,0.0,0,0,0,1,6,2,2,0,2,0,2
Sweden,Bulgaria,1974,-47.0,217.97000000000003,0.47368421052631576,0.0,0.3333333333333333,0.0,0,0,0,1,5,3,0,0,1,0,1
Italy,Haiti,1974,-81.0,457.07000000000016,0.5769230769230769,0.0,0.4166666666666667,0.0,0,0,0,1,7,0,2,0,3,0,0
Poland,Argentina,1974,23.0,-225.2900000000002,0.0,0.5,0.0,0.42857142857142855,0,0,0,1,1,5,0,0,0,1,0
Australia,Germany,1974,27.0,-161.49,0.0,0.6285714285714286,0.0,0.7058823529411765,0,0,0,1,1,8,0,1,0,2,2
Serbia,Congo DR,1974,-52.0,229.69999999999982,0.45,0.0,0.42857142857142855,0.0,0,0,0,1,6,1,0,0,0,0,0
Chile,Germany DR,1974,-192.0,747.3899999999999,0.4375,1.0,0.4,1.0,0,0,0,1,5,1,0,0,0,0,1
Scotland,Brazil,1974,39.0,-361.77,0.16666666666666666,0.6666666666666666,1.0,0.75,0,0,0,1,3,10,0,3,0,4,1
Haiti,Poland,1974,61.0,-279.52,0.0,0.5,0.0,1.0,0,0,0,1,1,2,0,0,0,0,2
Bulgaria,Uruguay,1974,58.0,-303.35000000000014,0.0,0.5185185185185185,0.0,0.2857142857142857,0,0,0,1,4,7,0,2,0,2,1
Netherlands,Sweden,1974,-17.0,141.18000000000006,0.3333333333333333,0.45,1.0,0.25,0,0,0,1,3,6,0,0,0,1,1
Argentina,Italy,1974,-3.0,47.74000000000001,0.47058823529411764,0.5925925925925926,0.375,0.46153846153846156,0,0,0,1,6,8,0,2,1,3,1
Scotland,Serbia,1974,19.0,-84.08999999999992,0.14285714285714285,0.47619047619047616,0.5,0.5,0,1,0,1,3,6,0,0,0,0,1
Australia,Chile,1974,9.0,-20.889999999999873,0.0,0.4117647058823529,0.0,0.36363636363636365,0,0,0,1,1,5,0,0,0,0,1
Congo DR,Brazil,1974,72.0,-507.3799999999999,0.0,0.65,0.0,0.7058823529411765,0,0,0,1,1,10,0,3,0,4,2
Germany DR,Germany,1974,210.0,-887.99,0.5,0.6388888888888888,0.5,0.7222222222222222,0,0,0,1,1,8,0,1,0,2,0
Bulgaria,Netherlands,1974,64.0,-359.1500000000001,0.0,0.25,0.0,0.5,0,0,0,1,4,3,0,0,0,0,2
Poland,Italy,1974,20.0,-177.55000000000018,0.6666666666666666,0.5714285714285714,1.0,0.42857142857142855,0,0,0,1,2,8,0,2,0,3,0
Sweden,Uruguay,1974,11.0,-85.38000000000011,0.42857142857142855,0.5,0.2,0.26666666666666666,1,0,1,1,6,7,0,2,1,2,0
Argentina,Haiti,1974,-84.0,504.8100000000002,0.4444444444444444,0.0,0.3333333333333333,0.0,0,0,0,1,6,1,0,0,1,0,0
Serbia,Germany,1974,10.0,-86.59000000000015,0.45454545454545453,0.6216216216216216,0.4444444444444444,0.6842105263157895,1,0,2,2,6,8,0,1,0,2,2
Brazil,Germany DR,1974,-220.0,1079.08,0.6585365853658537,0.6666666666666666,0.7222222222222222,0.6666666666666666,0,0,0,2,10,1,3,0,4,0,0
Sweden,Poland,1974,-1.0,4.740000000000009,0.45454545454545453,0.75,0.3333333333333333,1.0,0,0,0,2,6,2,0,0,1,0,2
Netherlands,Argentina,1974,5.0,-79.37000000000012,0.4,0.47368421052631576,0.6666666666666666,0.4,0,0,0,2,3,6,0,0,0,1,0
Poland,Serbia,1974,5.0,-15.029999999999973,0.8,0.43478260869565216,1.0,0.4,0,0,0,2,2,6,0,0,0,0,0
Argentina,Brazil,1974,2.0,-67.41999999999985,0.45,0.6666666666666666,0.36363636363636365,0.7368421052631579,0,0,0,2,6,10,0,3,1,4,2
Germany DR,Netherlands,1974,213.0,-932.29,0.5,0.5,0.5,0.75,0,0,0,2,1,3,0,0,0,0,2
Germany,Sweden,1974,-14.0,96.88000000000011,0.631578947368421,0.43478260869565216,0.7,0.2857142857142857,1,0,1,2,8,6,1,0,2,1,0
Poland,Germany,1974,15.0,-101.62000000000012,0.8333333333333334,0.6410256410256411,1.0,0.7142857142857143,0,0,0,2,2,8,0,1,0,2,2
Netherlands,Brazil,1974,7.0,-146.78999999999996,0.5714285714285714,0.6744186046511628,0.8,0.75,0,0,0,2,3,10,0,3,0,4,0
Argentina,Germany DR,1974,-218.0,1011.6600000000001,0.42857142857142855,0.4,0.3333333333333333,0.4,0,0,0,2,6,1,0,0,1,0,1
Sweden,Serbia,1974,4.0,-10.289999999999964,0.4166666666666667,0.4166666666666667,0.25,0.36363636363636365,0,0,0,2,6,6,0,0,1,0,0
Brazil,Poland,1974,-25.0,292.71000000000004,0.6590909090909091,0.7142857142857143,0.7142857142857143,0.8333333333333334,1,0,0,5,10,2,3,0,4,0,2
Netherlands,Germany,1974,-3.0,44.299999999999955,0.625,0.65,0.8333333333333334,0.7272727272727273,0,0,0,5,3,8,0,1,0,2,2
Germany,Poland,1978,-15.0,101.62000000000012,0.6585365853658537,0.75,0.7894736842105263,0.8571428571428571,1,0,0,1,8,2,2,0,3,0,1
Italy,France,1978,2.0,-33.63999999999987,0.5517241379310345,0.4117647058823529,0.4166666666666667,0.0,1,0,0,1,8,6,2,0,3,0,0
Tunisia,Mexico,1978,17.0,-137.35000000000014,0.0,0.14285714285714285,0.0,0.2857142857142857,0,0,0,1,0,7,0,0,0,0,0
Argentina,Hungary,1978,-33.0,281.68000000000006,0.4090909090909091,0.5652173913043478,0.3,0.5,0,1,0,1,6,6,0,0,1,2,0
Sweden,Brazil,1978,24.0,-287.97,0.44,0.6444444444444445,0.3333333333333333,0.625,0,0,3,1,6,10,0,3,1,4,1
Austria,Spain,1978,27.0,-222.26999999999998,0.5,0.4,0.0,0.3333333333333333,0,0,0,1,3,4,0,0,0,0,0
Peru,Scotland,1978,-17.0,81.48000000000002,0.3333333333333333,0.125,0.5,0.3333333333333333,0,0,0,1,2,3,0,0,0,0,0
Netherlands,IR Iran,1978,-12.0,129.9000000000001,0.5555555555555556,0.0,0.7142857142857143,0.0,0,0,0,1,3,0,0,0,1,0,0
Italy,Hungary,1978,-30.0,233.94000000000005,0.5666666666666667,0.5416666666666666,0.46153846153846156,0.4,1,0,0,1,9,7,2,0,3,2,0
Germany,Mexico,1978,-2.0,5.319999999999936,0.6428571428571429,0.13636363636363635,0.75,0.25,0,0,0,1,9,8,2,0,3,0,0
Poland,Tunisia,1978,-4.0,41.049999999999955,0.6666666666666666,1.0,0.75,1.0,0,0,0,1,3,1,0,0,0,0,0
Argentina,France,1978,-1.0,14.100000000000136,0.43478260869565216,0.3888888888888889,0.36363636363636365,0.0,1,0,0,1,7,7,0,0,1,0,0
Austria,Sweden,1978,9.0,-60.37999999999988,0.5384615384615384,0.4230769230769231,1.0,0.3,0,0,0,1,4,7,0,0,0,1,0
Brazil,Spain,1978,-6.0,126.07999999999993,0.6304347826086957,0.375,0.5882352941176471,0.25,2,0,1,1,11,5,3,0,4,0,1
Netherlands,Peru,1978,-15.0,133.5,0.6,0.42857142857142855,0.75,0.6,0,0,0,1,4,3,0,0,1,0,1
Scotland,IR Iran,1978,20.0,-85.07999999999993,0.1111111111111111,0.0,0.25,0.0,0,0,0,1,4,1,0,0,0,0,1
France,Hungary,1978,-32.0,267.5799999999999,0.3684210526315789,0.52,0.0,0.3333333333333333,0,0,0,1,7,7,0,0,0,2,0
Poland,Mexico,1978,13.0,-96.30000000000018,0.7,0.13043478260869565,0.7777777777777778,0.2222222222222222,0,0,0,1,3,8,0,0,0,0,0
Germany,Tunisia,1978,-19.0,142.67000000000007,0.6511627906976745,0.5,0.7619047619047619,0.5,0,0,0,1,9,1,2,0,3,0,1
Italy,Argentina,1978,3.0,-47.74000000000001,0.5806451612903226,0.4583333333333333,0.5,0.4166666666666667,0,1,0,1,9,7,2,0,3,1,0
Brazil,Austria,1978,-33.0,348.3499999999999,0.6170212765957447,0.5714285714285714,0.5555555555555556,1.0,1,0,0,1,11,4,3,0,4,0,0
Spain,Sweden,1978,-18.0,161.8900000000001,0.35294117647058826,0.4074074074074074,0.2,0.2727272727272727,0,0,1,1,5,7,0,0,0,1,0
Peru,IR Iran,1978,3.0,-3.599999999999909,0.375,0.0,0.5,0.0,0,0,0,1,3,1,0,0,0,0,0
Scotland,Netherlands,1978,32.0,-214.98000000000002,0.1,0.5454545454545454,0.2,0.6666666666666666,0,0,0,1,4,4,0,0,0,1,0
Netherlands,Austria,1978,-26.0,201.55999999999995,0.5,0.5333333333333333,0.6,0.6666666666666666,0,0,0,2,4,4,0,0,1,0,0
Germany,Italy,1978,5.0,-75.93000000000006,0.6363636363636364,0.59375,0.7272727272727273,0.5333333333333333,0,1,1,2,9,9,2,2,3,3,1
Brazil,Peru,1978,-22.0,280.28999999999996,0.625,0.4444444444444444,0.5789473684210527,0.5714285714285714,1,0,0,2,11,3,3,0,4,0,0
Argentina,Poland,1978,-23.0,225.2900000000002,0.44,0.7272727272727273,0.38461538461538464,0.8,0,0,1,2,7,3,0,0,1,0,0
Poland,Peru,1978,3.0,-12.420000000000073,0.6666666666666666,0.4,0.7272727272727273,0.5,0,0,0,2,3,3,0,0,0,0,0
Germany,Netherlands,1978,3.0,-44.299999999999955,0.6222222222222222,0.5384615384615384,0.6956521739130435,0.6363636363636364,1,0,0,2,9,4,2,0,3,1,1
Italy,Austria,1978,-28.0,233.19000000000005,0.5757575757575758,0.5,0.5,0.5,1,0,0,2,9,4,2,0,3,0,0
Argentina,Brazil,1978,2.0,-67.41999999999985,0.46153846153846156,0.6326530612244898,0.42857142857142855,0.6,0,0,1,2,7,11,0,3,1,4,1
Netherlands,Italy,1978,2.0,-31.63000000000011,0.5,0.5882352941176471,0.5833333333333334,0.5294117647058824,0,0,0,2,4,9,0,2,1,3,0
Austria,Germany,1978,23.0,-157.26,0.47058823529411764,0.6086956521739131,0.4,0.6666666666666666,0,0,2,2,4,9,0,2,0,3,0
Brazil,Poland,1978,-25.0,292.71000000000004,0.62,0.6923076923076923,0.5714285714285714,0.75,1,0,1,2,11,3,3,0,4,0,0
Argentina,Peru,1978,-20.0,212.87000000000012,0.4444444444444444,0.36363636363636365,0.4,0.4444444444444444,0,0,0,2,7,3,0,0,1,0,0
Brazil,Italy,1978,-5.0,115.15999999999985,0.6274509803921569,0.5714285714285714,0.5909090909090909,0.5,1,0,1,5,11,9,3,2,4,3,0
Argentina,Netherlands,1978,-5.0,79.37000000000012,0.4642857142857143,0.5333333333333333,0.4375,0.6153846153846154,0,0,1,5,7,4,0,0,1,1,0
Argentina,Belgium,1982,1.0,-42.82999999999993,0.4827586206896552,0.1111111111111111,0.46153846153846156,0.3333333333333333,0,0,0,1,7,5,1,0,2,0,2
Italy,Poland,1982,-20.0,177.55000000000018,0.5555555555555556,0.6428571428571429,0.5,0.6923076923076923,0,0,1,1,9,3,2,0,3,0,1
Brazil,Russia,1982,-32.0,345.19000000000005,0.6346153846153846,0.5263157894736842,0.65,0.5,1,0,0,1,11,4,3,0,4,0,0
Peru,Cameroon,1982,-20.0,89.56999999999994,0.3333333333333333,0.0,0.4,0.0,0,0,0,1,3,0,0,0,0,0,1
Hungary,El Salvador,1982,-38.0,161.69000000000005,0.5,0.0,0.0,0.0,0,0,0,1,7,1,0,0,2,0,0
Scotland,New Zealand,1982,-65.0,285.54999999999995,0.18181818181818182,0.0,0.3333333333333333,0.0,0,0,0,1,4,0,0,0,0,0,0
England,France,1982,1.0,-31.309999999999945,0.4166666666666667,0.4,0.5,0.3333333333333333,1,0,0,1,6,7,1,0,1,0,0
Germany,Algeria,1982,-26.0,161.11000000000013,0.5957446808510638,0.0,0.631578947368421,0.0,0,0,0,1,9,0,2,0,3,0,2
Spain,Honduras,1982,-73.0,413.24,0.3888888888888889,0.0,0.3333333333333333,0.0,0,0,0,1,5,0,0,0,0,0,1
Chile,Austria,1982,-5.0,16.659999999999854,0.3888888888888889,0.5,0.0,0.5,0,0,0,1,5,4,0,0,0,0,2
Czechia,Kuwait,1982,-114.0,438.79999999999995,0.36363636363636365,0.0,0.0,0.0,0,0,0,1,6,0,0,0,2,0,1
Serbia,Northern Ireland,1982,-38.0,167.06999999999994,0.4,0.4,0.16666666666666666,0.0,0,0,0,1,6,1,0,0,0,0,1
Italy,Peru,1982,-17.0,165.1300000000001,0.5405405405405406,0.3076923076923077,0.47058823529411764,0.36363636363636365,0,0,0,1,10,4,2,0,3,0,1
Brazil,Scotland,1982,-39.0,361.77,0.6415094339622641,0.25,0.6666666666666666,0.42857142857142855,0,1,0,1,12,5,3,0,4,0,0
Argentina,Hungary,1982,-33.0,281.68000000000006,0.4666666666666667,0.5185185185185185,0.42857142857142855,0.25,1,1,0,1,8,8,1,0,2,2,0
Poland,Cameroon,1982,-17.0,77.14999999999986,0.6,0.0,0.6428571428571429,0.0,0,0,0,1,4,1,0,0,0,0,1
Russia,New Zealand,1982,-72.0,302.1299999999999,0.5,0.0,0.4,0.0,0,0,0,1,5,1,0,0,0,0,0
Belgium,El Salvador,1982,-72.0,486.20000000000005,0.2,0.0,0.5,0.0,1,0,0,1,6,2,0,0,0,0,0
Germany,Chile,1982,-18.0,140.60000000000014,0.5833333333333334,0.3684210526315789,0.6,0.0,2,0,0,1,10,6,2,0,3,0,0
England,Czechia,1982,-30.0,236.26,0.44,0.34782608695652173,0.6,0.0,1,0,0,1,7,7,1,0,1,2,0
Spain,Serbia,1982,-14.0,151.60000000000014,0.3684210526315789,0.38461538461538464,0.25,0.14285714285714285,0,0,0,1,6,7,0,0,0,0,0
Algeria,Austria,1982,3.0,-3.8500000000001364,1.0,0.5263157894736842,1.0,0.5714285714285714,0,0,0,1,1,5,0,0,0,0,2
France,Kuwait,1982,-145.0,706.3699999999999,0.38095238095238093,0.0,0.25,0.0,0,0,0,1,8,1,0,0,0,0,0
Honduras,Northern Ireland,1982,21.0,-94.56999999999994,0.0,0.3333333333333333,0.0,0.0,0,0,0,1,1,2,0,0,0,0,1
Poland,Peru,1982,3.0,-12.420000000000073,0.5625,0.2857142857142857,0.6,0.3333333333333333,1,0,0,1,4,4,0,0,0,0,0
Belgium,Hungary,1982,-34.0,324.51,0.2727272727272727,0.5,0.6,0.2,0,0,0,1,6,8,0,0,0,2,1
Russia,Scotland,1982,-7.0,16.579999999999927,0.5238095238095238,0.23076923076923078,0.5,0.375,0,0,0,1,5,5,0,0,0,0,1
Italy,Cameroon,1982,-37.0,254.70000000000005,0.5263157894736842,0.0,0.4444444444444444,0.0,0,0,0,1,10,1,2,0,3,0,1
Argentina,El Salvador,1982,-71.0,443.3700000000001,0.4838709677419355,0.0,0.4666666666666667,0.0,0,0,0,1,8,2,1,0,2,0,0
Brazil,New Zealand,1982,-104.0,647.3199999999999,0.6481481481481481,0.0,0.6818181818181818,0.0,0,0,0,1,12,1,3,0,4,0,0
France,Czechia,1982,-31.0,267.56999999999994,0.4090909090909091,0.3333333333333333,0.4,0.0,0,0,0,1,8,7,0,0,0,2,1
Algeria,Chile,1982,8.0,-20.50999999999999,0.5,0.35,0.5,0.0,0,0,0,1,1,6,0,0,0,0,0
Honduras,Serbia,1982,59.0,-261.6399999999999,0.0,0.37037037037037035,0.0,0.125,0,0,0,1,1,7,0,0,0,0,2
England,Kuwait,1982,-144.0,675.06,0.46153846153846156,0.0,0.6666666666666666,0.0,0,0,0,1,7,1,1,0,1,0,0
Germany,Austria,1982,-23.0,157.26,0.5918367346938775,0.55,0.6190476190476191,0.625,2,0,1,1,10,5,2,0,3,0,0
Northern Ireland,Spain,1982,52.0,-318.6700000000001,0.2857142857142857,0.4,0.0,0.4,0,0,0,1,2,6,0,0,0,0,0
Austria,France,1982,30.0,-266.8299999999999,0.5238095238095238,0.391304347826087,0.5555555555555556,0.3333333333333333,1,0,0,1,5,8,0,0,0,0,2
Poland,Belgium,1982,24.0,-268.1200000000001,0.5882352941176471,0.25,0.625,0.5,0,0,0,1,4,6,0,0,0,0,0
Italy,Argentina,1982,3.0,-47.74000000000001,0.5128205128205128,0.5,0.42105263157894735,0.5,1,1,0,1,10,8,2,1,3,2,0
Germany,England,1982,6.0,-78.25999999999999,0.6,0.48148148148148145,0.6363636363636364,0.7142857142857143,1,0,1,1,10,7,2,1,3,1,1
Austria,Northern Ireland,1982,-25.0,96.40000000000009,0.5,0.375,0.5,0.3333333333333333,0,0,0,1,5,2,0,0,0,0,1
Belgium,Russia,1982,-31.0,320.60000000000014,0.23076923076923078,0.5,0.42857142857142855,0.42857142857142855,0,0,1,1,6,5,0,0,0,0,2
Argentina,Brazil,1982,2.0,-67.41999999999985,0.48484848484848486,0.6545454545454545,0.47058823529411764,0.6956521739130435,0,1,1,1,8,12,1,3,2,4,2
Germany,Spain,1982,4.0,-65.00999999999999,0.5882352941176471,0.38095238095238093,0.6086956521739131,0.3333333333333333,1,0,0,1,10,6,2,0,3,0,0
France,Northern Ireland,1982,-55.0,363.23,0.4166666666666667,0.3333333333333333,0.42857142857142855,0.25,1,0,0,1,8,2,0,0,0,0,0
Poland,Russia,1982,-7.0,52.48000000000002,0.6111111111111112,0.5217391304347826,0.6470588235294118,0.5,0,0,0,1,4,5,0,0,0,0,1
Italy,Brazil,1982,5.0,-115.15999999999985,0.525,0.6607142857142857,0.45,0.7083333333333334,1,0,2,1,10,12,2,3,3,4,0
Spain,England,1982,2.0,-13.25,0.36363636363636365,0.4642857142857143,0.2857142857142857,0.625,1,0,0,1,6,7,0,1,0,1,1
Poland,Italy,1982,20.0,-177.55000000000018,0.5789473684210527,0.5365853658536586,0.6111111111111112,0.47619047619047616,1,1,0,4,4,10,0,2,0,3,2
Germany,France,1982,7.0,-109.56999999999994,0.5961538461538461,0.44,0.625,0.5,0,0,1,4,10,8,2,0,3,0,1
Poland,France,1982,22.0,-211.19000000000005,0.55,0.4230769230769231,0.5789473684210527,0.4444444444444444,0,0,0,5,4,8,0,0,0,0,0
Italy,Germany,1982,-5.0,75.93000000000006,0.5476190476190477,0.5849056603773585,0.5,0.6,1,2,0,5,10,10,2,2,3,3,0
Bulgaria,Italy,1986,66.0,-390.7800000000002,0.0,0.5581395348837209,0.0,0.5294117647058824,0,0,0,1,4,10,0,3,0,4,1
Spain,Brazil,1986,6.0,-126.07999999999993,0.34782608695652173,0.6491228070175439,0.25,0.5789473684210527,1,1,2,1,6,12,0,3,0,4,2
Canada,France,1986,37.0,-284.78,0.0,0.4074074074074074,0.0,0.4,0,0,0,1,0,8,0,0,0,0,2
Russia,Hungary,1986,-3.0,3.9099999999998545,0.5,0.4827586206896552,0.4,0.16666666666666666,1,0,0,1,5,8,0,0,0,2,0
Argentina,Korea Republic,1986,-25.0,243.58000000000015,0.47058823529411764,0.0,0.4444444444444444,0.0,0,0,0,1,8,1,1,0,2,0,0
Morocco,Poland,1986,-4.0,14.910000000000082,0.0,0.5714285714285714,0.0,0.6,0,0,0,1,1,4,0,0,0,0,1
Belgium,Mexico,1986,-11.0,171.81999999999994,0.21428571428571427,0.125,0.4,0.0,0,0,1,1,6,8,0,0,0,0,2
Algeria,Northern Ireland,1986,-22.0,92.54999999999995,0.6666666666666666,0.3,0.6666666666666666,0.2,0,0,0,1,1,2,0,0,0,0,1
Portugal,England,1986,4.0,-51.91000000000008,0.8333333333333334,0.4482758620689655,0.0,0.6,0,0,1,1,1,7,0,1,0,1,0
Paraguay,Iraq,1986,-21.0,105.75999999999999,0.2857142857142857,0.0,0.0,0.0,0,0,0,1,3,0,0,0,0,0,0
Uruguay,Germany,1986,3.0,-11.5,0.4827586206896552,0.5740740740740741,0.0,0.5,0,0,2,1,7,10,2,2,2,4,1
Scotland,Denmark,1986,30.0,-187.03999999999996,0.21428571428571427,0.0,0.3333333333333333,0.0,0,0,0,1,5,0,0,0,0,0,2
Italy,Argentina,1986,3.0,-47.74000000000001,0.5454545454545454,0.4857142857142857,0.5,0.47368421052631576,2,1,0,1,11,9,3,1,4,2,1
France,Russia,1986,-29.0,263.6700000000001,0.42857142857142855,0.52,0.45454545454545453,0.5,0,0,0,1,9,6,0,0,0,0,1
Korea Republic,Bulgaria,1986,-44.0,194.94000000000005,0.0,0.0,0.0,0.0,0,0,0,1,2,5,0,0,0,0,1
Brazil,Algeria,1986,-36.0,352.20000000000005,0.6551724137931034,0.5,0.6,0.5,0,0,0,1,13,2,3,0,4,0,0
Hungary,Canada,1986,-5.0,17.200000000000045,0.4666666666666667,0.0,0.14285714285714285,0.0,0,0,0,1,9,1,0,0,2,0,0
England,Morocco,1986,-17.0,164.97000000000003,0.43333333333333335,0.0,0.5,0.0,0,0,0,1,8,2,1,0,1,0,1
Mexico,Paraguay,1986,-34.0,196.12000000000012,0.16,0.375,0.25,1.0,0,0,0,1,9,4,0,0,0,0,1
Northern Ireland,Spain,1986,52.0,-318.6700000000001,0.2727272727272727,0.3333333333333333,0.16666666666666666,0.2222222222222222,1,0,0,1,3,7,0,0,0,0,2
Poland,Portugal,1986,17.0,-127.97000000000003,0.5454545454545454,0.8571428571428571,0.5714285714285714,1.0,0,0,0,1,5,2,0,0,0,0,0
