home_team,away_team,Year,rank_diff,points_diff,home_win_rate,away_win_rate,home_recent_win_rate,away_recent_win_rate,h2h_home_wins,h2h_draws,h2h_away_wins,stage,home_appearances,away_appearances,home_champion_count,away_champion_count,home_final_appearances,away_final_appearances,target
Germany,Scotland,1986,-29.0,170.68000000000006,0.5636363636363636,0.2,0.47619047619047616,0.3,0,0,0,1,11,6,2,0,4,0,0
Iraq,Belgium,1986,66.0,-473.70000000000005,0.0,0.2,0.0,0.3333333333333333,0,0,0,1,1,7,0,0,0,0,2
Denmark,Uruguay,1986,-4.0,27.8599999999999,1.0,0.4666666666666667,1.0,0.0,0,0,0,1,1,8,0,2,0,2,0
Russia,Canada,1986,-8.0,21.1099999999999,0.5,0.0,0.42857142857142855,0.0,0,0,0,1,6,1,0,0,0,0,0
Hungary,France,1986,32.0,-267.5799999999999,0.4838709677419355,0.41379310344827586,0.25,0.4166666666666667,0,0,1,1,9,9,0,0,2,0,2
Argentina,Bulgaria,1986,-69.0,438.5200000000002,0.4722222222222222,0.0,0.45,0.0,1,0,0,1,9,5,1,0,2,0,0
Korea Republic,Italy,1986,22.0,-195.84000000000015,0.0,0.5333333333333333,0.0,0.47368421052631576,0,0,0,1,2,11,0,3,0,4,2
Paraguay,Belgium,1986,45.0,-367.94000000000005,0.3333333333333333,0.25,0.5,0.42857142857142855,1,0,0,1,4,7,0,0,0,0,1
Iraq,Mexico,1986,55.0,-301.8800000000001,0.0,0.15384615384615385,0.0,0.2,0,0,0,1,1,9,0,0,0,0,2
England,Poland,1986,-21.0,179.8800000000001,0.41935483870967744,0.5652173913043478,0.42857142857142855,0.5909090909090909,0,0,0,1,8,5,1,0,1,0,0
Portugal,Morocco,1986,-13.0,113.05999999999995,0.75,0.0,0.5,0.0,0,0,0,1,2,2,0,0,0,0,2
Algeria,Spain,1986,30.0,-226.12000000000012,0.4,0.36,0.4,0.3,0,0,0,1,2,7,0,0,0,0,2
Northern Ireland,Brazil,1986,58.0,-444.75,0.25,0.6610169491525424,0.14285714285714285,0.6190476190476191,0,0,0,1,3,13,0,3,0,4,2
Scotland,Uruguay,1986,26.0,-159.18000000000006,0.1875,0.45161290322580644,0.2727272727272727,0.0,0,0,1,1,6,8,0,2,0,2,1
Denmark,Germany,1986,-1.0,16.3599999999999,1.0,0.5714285714285714,1.0,0.5,0,0,0,1,1,11,0,2,0,4,0
Mexico,Bulgaria,1986,-59.0,309.5300000000002,0.18518518518518517,0.0,0.3333333333333333,0.0,0,0,0,2,9,5,0,0,0,0,0
Russia,Belgium,1986,31.0,-320.60000000000014,0.5185185185185185,0.23529411764705882,0.5,0.375,2,0,0,2,6,7,0,0,0,0,2
Brazil,Poland,1986,-25.0,292.71000000000004,0.6666666666666666,0.5416666666666666,0.6363636363636364,0.5652173913043478,2,0,1,2,13,5,3,0,4,0,0
Argentina,Uruguay,1986,-11.0,135.17000000000007,0.4864864864864865,0.4375,0.47619047619047616,0.0,0,0,1,2,9,8,1,2,2,2,0
Italy,France,1986,2.0,-33.63999999999987,0.5434782608695652,0.43333333333333335,0.5,0.46153846153846156,2,0,0,2,11,9,3,0,4,0,2
Morocco,Germany,1986,11.0,-86.71000000000004,0.16666666666666666,0.5614035087719298,0.3333333333333333,0.4782608695652174,0,0,1,2,2,11,0,2,0,4,2
England,Paraguay,1986,-42.0,279.70000000000005,0.4375,0.3,0.5,0.3333333333333333,0,0,0,2,8,4,1,0,1,0,0
Denmark,Spain,1986,3.0,-48.65000000000009,1.0,0.38461538461538464,1.0,0.36363636363636365,0,0,0,2,1,7,0,0,0,0,2
Brazil,France,1986,-3.0,81.51999999999998,0.6721311475409836,0.45161290322580644,0.6521739130434783,0.5,1,0,0,3,13,9,3,0,4,0,1
Germany,Mexico,1986,-2.0,5.319999999999936,0.5689655172413793,0.21428571428571427,0.5,0.42857142857142855,1,0,0,3,11,9,2,0,4,0,1
Argentina,England,1986,-2.0,45.41000000000008,0.5,0.45454545454545453,0.5,0.5555555555555556,0,0,2,3,9,8,1,1,2,1,0
Spain,Belgium,1986,5.0,-101.49000000000001,0.4074074074074074,0.2777777777777778,0.4166666666666667,0.4444444444444444,0,0,0,3,7,7,0,0,0,0,1
France,Germany,1986,-7.0,109.56999999999994,0.4375,0.559322033898305,0.4666666666666667,0.48,1,1,0,4,9,11,0,2,0,4,2
Argentina,Belgium,1986,1.0,-42.82999999999993,0.5128205128205128,0.2631578947368421,0.5217391304347826,0.4,0,0,1,4,9,7,1,0,2,0,0
France,Belgium,1986,2.0,-56.930000000000064,0.42424242424242425,0.25,0.4375,0.36363636363636365,1,0,0,5,9,7,0,0,0,0,0
Argentina,Germany,1986,-8.0,123.67000000000007,0.525,0.5666666666666667,0.5416666666666666,0.5,0,1,1,5,9,11,1,2,2,4,0
Argentina,Cameroon,1990,-40.0,302.44000000000005,0.5365853658536586,0.0,0.6842105263157895,0.0,0,0,0,1,9,1,2,0,3,0,2
United Arab Emirates,Colombia,1990,53.0,-273.47,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,2
Russia,Romania,1990,-20.0,61.429999999999836,0.5,0.25,0.4444444444444444,0.0,0,0,0,1,6,4,0,0,0,0,2
Italy,Austria,1990,-28.0,233.19000000000005,0.5319148936170213,0.4782608695652174,0.5,0.45454545454545453,2,0,0,1,11,5,3,0,4,0,0
USA,Czechia,1990,-19.0,135.26999999999998,0.42857142857142855,0.32,0.0,0.0,0,0,0,1,3,7,0,0,0,2,2
Germany,Serbia,1990,-10.0,86.59000000000015,0.5573770491803278,0.39285714285714285,0.35,0.3333333333333333,3,0,1,1,11,7,2,0,5,0,0
Brazil,Sweden,1990,-24.0,287.97,0.6612903225806451,0.39285714285714285,0.7058823529411765,0.0,3,1,0,1,13,7,3,0,4,1,0
Costa Rica,Scotland,1990,-9.0,24.059999999999945,0.0,0.17647058823529413,0.0,0.2222222222222222,0,0,0,1,0,6,0,0,0,0,0
England,Republic of Ireland,1990,-44.0,288.28,0.4411764705882353,0.0,0.5,0.0,0,0,0,1,8,0,1,0,1,0,1
Belgium,Korea Republic,1990,-26.0,286.4100000000001,0.23809523809523808,0.0,0.3333333333333333,0.0,0,0,0,1,7,2,0,0,0,0,0
Netherlands,Egypt,1990,-31.0,208.06999999999994,0.5,0.0,0.42857142857142855,0.0,0,0,0,1,4,1,0,0,2,0,1
Uruguay,Spain,1990,7.0,-76.50999999999999,0.42424242424242425,0.39285714285714285,0.0,0.38461538461538464,0,1,0,1,8,7,2,0,2,0,1
Argentina,Russia,1990,-30.0,277.7700000000002,0.5238095238095238,0.4827586206896552,0.65,0.4,0,0,0,1,10,7,2,0,3,0,0
Serbia,Colombia,1990,4.0,-47.42000000000007,0.3793103448275862,0.25,0.25,1.0,1,0,0,1,8,2,0,0,0,0,0
Cameroon,Romania,1990,-10.0,36.75999999999999,0.25,0.3333333333333333,0.25,1.0,0,0,0,1,2,5,0,0,0,0,0
Italy,USA,1990,-10.0,98.66000000000008,0.5416666666666666,0.375,0.5263157894736842,0.0,1,0,0,1,12,4,3,0,4,0,0
Austria,Czechia,1990,-1.0,0.7400000000000091,0.4583333333333333,0.34615384615384615,0.4166666666666667,0.25,1,0,0,1,6,8,0,0,0,2,2
Germany,United Arab Emirates,1990,-59.0,312.6400000000001,0.5645161290322581,0.0,0.38095238095238093,0.0,0,0,0,1,12,1,2,0,5,0,0
Brazil,Costa Rica,1990,-30.0,337.71000000000004,0.6666666666666666,1.0,0.7222222222222222,1.0,0,0,0,1,14,1,3,0,4,0,0
England,Netherlands,1990,-3.0,33.960000000000036,0.42857142857142855,0.47058823529411764,0.45454545454545453,0.375,0,0,0,1,9,5,1,0,1,2,1
Sweden,Scotland,1990,-15.0,73.79999999999995,0.3793103448275862,0.16666666666666666,0.0,0.2,0,0,0,1,8,7,0,0,1,0,2
Republic of Ireland,Egypt,1990,10.0,-46.25,0.0,0.0,0.0,0.0,0,0,0,1,1,2,0,0,0,0,1
Belgium,Uruguay,1990,-12.0,178.0,0.2727272727272727,0.4117647058823529,0.38461538461538464,0.0,0,0,0,1,8,9,0,2,0,2,0
Korea Republic,Spain,1990,21.0,-184.92000000000007,0.0,0.3793103448275862,0.0,0.35714285714285715,0,0,0,1,3,8,0,0,0,0,2
Argentina,Romania,1990,-50.0,339.20000000000005,0.5348837209302325,0.3,0.6666666666666666,0.5,0,0,0,1,10,5,2,0,3,0,1
Cameroon,Russia,1990,10.0,-24.669999999999845,0.4,0.4666666666666667,0.4,0.36363636363636365,0,0,0,1,2,7,0,0,0,0,2
Germany,Colombia,1990,-6.0,39.17000000000007,0.5714285714285714,0.2,0.4090909090909091,0.5,0,0,0,1,12,2,2,0,5,0,1
Serbia,United Arab Emirates,1990,-49.0,226.04999999999995,0.4,0.0,0.4,0.0,0,0,0,1,8,1,0,0,0,0,0
Austria,USA,1990,18.0,-134.52999999999997,0.44,0.3333333333333333,0.38461538461538464,0.0,0,0,0,1,6,4,0,0,0,0,0
Italy,Czechia,1990,-29.0,233.93000000000006,0.5510204081632653,0.37037037037037035,0.55,0.4,1,0,0,1,12,8,3,0,4,2,0
Sweden,Costa Rica,1990,-6.0,49.74000000000001,0.36666666666666664,0.5,0.0,0.5,0,0,0,1,8,1,0,0,1,0,2
Brazil,Scotland,1990,-39.0,361.77,0.671875,0.21052631578947367,0.7368421052631579,0.2727272727272727,1,1,0,1,14,7,3,0,4,0,0
Belgium,Spain,1990,-5.0,101.49000000000001,0.30434782608695654,0.4,0.42857142857142855,0.4,0,1,0,1,8,8,0,0,0,0,2
Korea Republic,Uruguay,1990,14.0,-108.41000000000008,0.0,0.4,0.0,0.0,0,0,0,1,3,9,0,2,0,2,2
Republic of Ireland,Netherlands,1990,41.0,-254.31999999999994,0.0,0.4444444444444444,0.0,0.3333333333333333,0,0,0,1,1,5,0,0,0,2,1
England,Egypt,1990,-34.0,242.02999999999997,0.4166666666666667,0.0,0.4166666666666667,0.0,0,0,0,1,9,2,1,0,1,0,0
Cameroon,Colombia,1990,26.0,-139.5999999999999,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,2,2,2,0,0,0,0,0
Czechia,Costa Rica,1990,4.0,-11.379999999999882,0.35714285714285715,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,0,2,8,1,0,0,2,0,0
Brazil,Argentina,1990,-2.0,67.41999999999985,0.676923076923077,0.5227272727272727,0.75,0.6363636363636364,2,1,0,2,14,10,3,2,4,3,2
Germany,Netherlands,1990,3.0,-44.299999999999955,0.5625,0.42105263157894735,0.391304347826087,0.3,1,1,0,2,12,5,2,0,5,2,0
Republic of Ireland,Romania,1990,-4.0,5.509999999999991,0.0,0.2727272727272727,0.0,0.3333333333333333,0,0,0,2,1,5,0,0,0,0,1
Italy,Uruguay,1990,-8.0,87.43000000000006,0.56,0.4166666666666667,0.5714285714285714,0.14285714285714285,0,1,0,2,12,9,3,2,4,2,0
Spain,Serbia,1990,-14.0,151.60000000000014,0.41935483870967744,0.41935483870967744,0.4375,0.5,1,0,0,2,8,8,0,0,0,0,2
England,Belgium,1990,3.0,-88.24000000000001,0.43243243243243246,0.2916666666666667,0.46153846153846156,0.4,0,1,0,2,9,8,1,0,1,0,0
Serbia,Argentina,1990,18.0,-210.26000000000022,0.4375,0.5333333333333333,0.5714285714285714,0.6521739130434783,0,0,0,3,8,10,0,2,0,3,1
Italy,Republic of Ireland,1990,-43.0,285.95000000000005,0.5686274509803921,0.0,0.5909090909090909,0.0,0,0,0,3,12,1,3,0,4,0,0
Germany,Czechia,1990,-24.0,158.0,0.5692307692307692,0.3793103448275862,0.4166666666666667,0.42857142857142855,0,1,1,3,12,8,2,0,5,2,0
England,Cameroon,1990,-38.0,257.03,0.4473684210526316,0.42857142857142855,0.5,0.42857142857142855,0,0,0,3,9,2,1,0,1,0,0
Italy,Argentina,1990,3.0,-47.74000000000001,0.5769230769230769,0.5217391304347826,0.6086956521739131,0.625,2,2,0,4,12,10,3,2,4,3,1
Germany,England,1990,6.0,-78.25999999999999,0.5757575757575758,0.46153846153846156,0.44,0.5333333333333333,1,1,1,4,12,9,2,1,5,1,1
Italy,England,1990,1.0,-2.3299999999999272,0.5660377358490566,0.45,0.5833333333333334,0.5,0,0,0,5,12,9,3,1,4,1,0
Germany,Argentina,1990,8.0,-123.67000000000007,0.5671641791044776,0.5106382978723404,0.4230769230769231,0.6,1,1,1,5,12,10,2,2,5,3,0
Germany,Bolivia,1994,-71.0,353.93000000000006,0.5735294117647058,0.0,0.5238095238095238,0.0,0,0,0,1,12,2,3,0,6,0,0
Spain,Korea Republic,1994,-21.0,184.92000000000007,0.40625,0.0,0.42857142857142855,0.0,1,0,0,1,8,3,0,0,0,0,1
USA,Switzerland,1994,1.0,-8.440000000000055,0.3,0.2777777777777778,0.0,0.0,0,0,0,1,4,6,0,0,0,0,1
Italy,Republic of Ireland,1994,-43.0,285.95000000000005,0.5740740740740741,0.0,0.6111111111111112,0.0,1,0,0,1,12,1,3,0,4,0,2
Colombia,Romania,1994,-36.0,176.3599999999999,0.14285714285714285,0.25,0.25,0.25,0,0,0,1,2,5,0,0,0,0,2
Belgium,Morocco,1994,-20.0,253.21000000000004,0.28,0.14285714285714285,0.375,0.25,0,0,0,1,8,2,0,0,0,0,0
Norway,Mexico,1994,29.0,-171.85000000000014,0.0,0.20689655172413793,0.0,0.6,0,0,0,1,1,9,0,0,0,0,0
Cameroon,Sweden,1994,18.0,-81.88999999999987,0.375,0.3548387096774194,0.375,0.0,0,0,0,1,2,8,0,0,0,1,1
Brazil,Russia,1994,-32.0,345.19000000000005,0.6666666666666666,0.4838709677419355,0.7857142857142857,0.4166666666666667,2,0,0,1,14,7,3,0,4,0,0
Netherlands,Saudi Arabia,1994,-43.0,256.73,0.4,0.0,0.0,0.0,0,0,0,1,5,0,0,0,2,0,0
Argentina,Greece,1994,-49.0,336.2800000000002,0.5,0.0,0.5263157894736842,0.0,0,0,0,1,10,0,2,0,4,0,0
Germany,Spain,1994,4.0,-65.00999999999999,0.5797101449275363,0.3939393939393939,0.5454545454545454,0.4,2,0,0,1,13,9,3,0,6,0,1
Nigeria,Bulgaria,1994,-40.0,163.11000000000013,0.0,0.0,0.0,0.0,0,0,0,1,0,5,0,0,0,0,0
Romania,Switzerland,1994,38.0,-201.24,0.3076923076923077,0.2631578947368421,0.4,0.0,0,0,0,1,6,7,0,0,0,0,2
USA,Colombia,1994,-1.0,16.440000000000055,0.2727272727272727,0.125,0.0,0.2,0,0,0,1,5,3,0,0,0,0,0
Italy,Norway,1994,-36.0,253.10000000000014,0.5636363636363636,0.5,0.5789473684210527,1.0,1,0,0,1,13,2,3,0,4,0,0
Korea Republic,Bolivia,1994,-54.0,234.01999999999998,0.0,0.0,0.0,0.0,0,0,0,1,4,3,0,0,0,0,1
Mexico,Republic of Ireland,1994,-36.0,204.70000000000005,0.2,0.16666666666666666,0.5,0.16666666666666666,0,0,0,1,10,2,0,0,0,0,0
Brazil,Cameroon,1994,-42.0,369.8599999999999,0.6716417910447762,0.3333333333333333,0.8,0.3333333333333333,0,0,0,1,15,3,3,0,4,0,0
Sweden,Russia,1994,-8.0,57.22000000000003,0.34375,0.46875,0.0,0.38461538461538464,1,0,0,1,9,8,0,0,1,0,0
Belgium,Netherlands,1994,-6.0,122.20000000000005,0.3076923076923077,0.42857142857142855,0.4117647058823529,0.2,0,0,0,1,9,6,0,0,0,2,0
Saudi Arabia,Morocco,1994,29.0,-125.72000000000003,0.0,0.125,0.0,0.2,0,0,0,1,1,3,0,0,0,0,0
Argentina,Nigeria,1994,-29.0,275.4100000000001,0.5102040816326531,1.0,0.55,1.0,0,0,0,1,11,1,2,0,4,0,0
Bulgaria,Greece,1994,20.0,-102.24000000000001,0.0,0.0,0.0,0.0,0,0,0,1,6,1,0,0,0,0,0
USA,Romania,1994,-37.0,192.79999999999995,0.3333333333333333,0.2857142857142857,0.2,0.3333333333333333,0,0,0,1,5,6,0,0,0,0,2
Switzerland,Colombia,1994,-2.0,24.88000000000011,0.3,0.1111111111111111,0.5,0.16666666666666666,0,0,0,1,7,3,0,0,0,0,2
Germany,Korea Republic,1994,-17.0,119.91000000000008,0.5714285714285714,0.0,0.5217391304347826,0.0,0,0,0,1,13,4,3,0,6,0,0
Bolivia,Spain,1994,75.0,-418.94000000000005,0.0,0.38235294117647056,0.0,0.375,0,0,0,1,3,9,0,0,0,0,2
Italy,Mexico,1994,-7.0,81.25,0.5714285714285714,0.22580645161290322,0.6,0.5714285714285714,1,0,0,1,13,10,3,0,4,0,1
Republic of Ireland,Norway,1994,7.0,-32.84999999999991,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.5,0,0,0,1,2,2,0,0,0,0,1
Russia,Cameroon,1994,-10.0,24.669999999999845,0.45454545454545453,0.3,0.35714285714285715,0.3,1,0,0,1,8,3,0,0,0,0,0
Brazil,Sweden,1994,-24.0,287.97,0.6764705882352942,0.36363636363636365,0.8125,0.2,4,1,0,1,15,9,3,0,4,1,1
Morocco,Netherlands,1994,14.0,-131.01,0.1111111111111111,0.4090909090909091,0.16666666666666666,0.16666666666666666,0,0,0,1,3,6,0,0,0,2,2
Belgium,Saudi Arabia,1994,-49.0,378.93000000000006,0.3333333333333333,0.5,0.4444444444444444,0.5,0,0,0,1,9,1,0,0,0,0,2
Greece,Nigeria,1994,20.0,-60.87000000000012,0.0,0.5,0.0,0.5,0,0,0,1,1,1,0,0,0,0,2
Argentina,Bulgaria,1994,-69.0,438.5200000000002,0.52,0.05555555555555555,0.5714285714285714,0.16666666666666666,2,0,0,1,11,6,2,0,4,0,2
Germany,Belgium,1994,9.0,-166.5,0.5774647887323944,0.32142857142857145,0.5416666666666666,0.42105263157894735,1,0,0,2,13,9,3,0,6,0,0
Spain,Switzerland,1994,-8.0,79.29999999999995,0.4,0.2857142857142857,0.4117647058823529,0.3333333333333333,1,0,0,2,9,7,0,0,0,0,0
Saudi Arabia,Sweden,1994,26.0,-115.54999999999995,0.6666666666666666,0.35294117647058826,0.6666666666666666,0.16666666666666666,0,0,0,2,1,9,0,0,0,1,2
Romania,Argentina,1994,50.0,-339.20000000000005,0.3333333333333333,0.5098039215686274,0.42857142857142855,0.5454545454545454,0,1,0,2,6,11,0,2,0,4,0
Netherlands,Republic of Ireland,1994,-41.0,254.31999999999994,0.43478260869565216,0.125,0.2857142857142857,0.125,0,1,0,2,6,2,0,0,2,0,0
Brazil,USA,1994,-15.0,213.81999999999994,0.6666666666666666,0.3076923076923077,0.7647058823529411,0.16666666666666666,0,0,0,2,15,5,3,0,4,0,0
Nigeria,Italy,1994,26.0,-227.67000000000007,0.6666666666666666,0.5614035087719298,0.6666666666666666,0.5714285714285714,0,0,0,2,1,13,0,3,0,4,2
Mexico,Bulgaria,1994,-59.0,309.5300000000002,0.21875,0.10526315789473684,0.5,0.2857142857142857,1,0,0,2,10,6,0,0,0,0,1
Italy,Spain,1994,-1.0,10.920000000000073,0.5689655172413793,0.4166666666666667,0.5909090909090909,0.4444444444444444,1,1,0,3,13,9,3,0,4,0,0
Netherlands,Brazil,1994,7.0,-146.78999999999996,0.4583333333333333,0.6714285714285714,0.375,0.7777777777777778,1,0,0,3,6,15,0,3,2,4,2
Bulgaria,Germany,1994,61.0,-314.85000000000014,0.1,0.5833333333333334,0.25,0.56,0,0,1,3,6,13,0,3,0,6,0
Romania,Sweden,1994,28.0,-118.64999999999986,0.375,0.37142857142857144,0.5,0.2857142857142857,0,0,0,3,6,9,0,0,0,1,1
Bulgaria,Italy,1994,66.0,-390.7800000000002,0.14285714285714285,0.576271186440678,0.3333333333333333,0.6086956521739131,0,1,0,4,6,13,0,3,0,4,2
Sweden,Brazil,1994,24.0,-287.97,0.3611111111111111,0.676056338028169,0.25,0.7894736842105263,0,2,4,4,9,15,0,3,1,4,2
Sweden,Bulgaria,1994,-47.0,217.97000000000003,0.35135135135135137,0.13636363636363635,0.2222222222222222,0.3,0,1,0,5,9,6,0,0,1,0,0
Brazil,Italy,1994,-5.0,115.15999999999985,0.6805555555555556,0.5833333333333334,0.8,0.625,2,0,2,5,15,13,3,3,4,4,1
Brazil,Scotland,1998,-39.0,361.77,0.6712328767123288,0.2,0.75,0.16666666666666666,2,1,0,1,15,7,4,0,5,0,0
Morocco,Norway,1998,-20.0,90.46000000000004,0.1,0.25,0.14285714285714285,0.3333333333333333,0,0,0,1,3,2,0,0,0,0,1
Italy,Chile,1998,-23.0,216.5300000000002,0.5737704918032787,0.3333333333333333,0.6111111111111112,0.0,1,0,1,1,13,6,3,0,5,0,1
Cameroon,Austria,1998,9.0,-21.50999999999999,0.2727272727272727,0.46153846153846156,0.375,0.3333333333333333,0,0,0,1,3,6,0,0,0,0,1
Paraguay,Bulgaria,1998,-25.0,113.41000000000008,0.2727272727272727,0.13043478260869565,0.25,0.2727272727272727,0,0,0,1,4,6,0,0,0,0,1
Saudi Arabia,Denmark,1998,41.0,-228.78999999999996,0.5,0.75,0.5,0.75,0,0,0,1,1,1,0,0,0,0,2
France,South Africa,1998,-63.0,410.19000000000005,0.4411764705882353,0.0,0.5714285714285714,0.0,0,0,0,1,9,0,0,0,0,0,0
Spain,Nigeria,1998,-25.0,216.75,0.40540540540540543,0.5,0.5,0.5,0,0,0,1,9,1,0,0,0,0,2
Korea Republic,Mexico,1998,15.0,-114.59000000000015,0.0,0.21212121212121213,0.0,0.4444444444444444,0,0,0,1,4,10,0,0,0,0,2
Netherlands,Belgium,1998,6.0,-122.20000000000005,0.44,0.3103448275862069,0.3333333333333333,0.4,0,0,1,1,6,9,0,0,2,0,1
Argentina,Japan,1998,-21.0,214.34000000000015,0.5,0.0,0.5555555555555556,0.0,0,0,0,1,11,0,2,0,4,0,0
Serbia,IR Iran,1998,1.0,-0.9900000000000091,0.42424242424242425,0.0,0.6,0.0,0,0,0,1,8,1,0,0,0,0,0
Jamaica,Croatia,1998,52.0,-266.7800000000002,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2
England,Tunisia,1998,-25.0,220.93000000000006,0.43902439024390244,0.3333333333333333,0.4166666666666667,0.0,0,0,0,1,9,1,1,0,1,0,0
Romania,Colombia,1998,36.0,-176.3599999999999,0.35294117647058826,0.2,0.4444444444444444,0.2857142857142857,1,0,0,1,6,3,0,0,0,0,0
Germany,USA,1998,-5.0,22.730000000000018,0.5753424657534246,0.2857142857142857,0.5789473684210527,0.14285714285714285,0,0,0,1,13,5,3,0,6,0,0
Scotland,Norway,1998,-2.0,6.490000000000009,0.19047619047619047,0.2,0.14285714285714285,0.25,0,0,0,1,8,3,0,0,0,0,1
Brazil,Morocco,1998,-21.0,277.79999999999995,0.6756756756756757,0.09090909090909091,0.7647058823529411,0.125,0,0,0,1,16,4,4,0,5,0,0
Chile,Austria,1998,-5.0,16.659999999999854,0.3181818181818182,0.4444444444444444,0.0,0.25,0,0,1,1,7,7,0,0,0,0,1
Italy,Cameroon,1998,-37.0,254.70000000000005,0.5645161290322581,0.25,0.5789473684210527,0.3333333333333333,0,1,0,1,14,4,3,0,5,0,0
South Africa,Denmark,1998,57.0,-316.98,0.0,0.8,0.0,0.8,0,0,0,1,1,2,0,0,0,0,1
France,Saudi Arabia,1998,-47.0,322.0,0.45714285714285713,0.4,0.625,0.4,0,0,0,1,10,2,0,0,0,0,0
Nigeria,Bulgaria,1998,-40.0,163.11000000000013,0.6,0.125,0.6,0.25,1,0,0,1,2,7,0,0,0,0,0
Spain,Paraguay,1998,-40.0,266.45000000000005,0.39473684210526316,0.25,0.4666666666666667,0.2,0,0,0,1,10,5,0,0,0,0,1
Japan,Croatia,1998,12.0,-86.10000000000014,0.0,1.0,0.0,1.0,0,0,0,1,1,1,0,0,0,0,2
Belgium,Mexico,1998,-11.0,171.81999999999994,0.3,0.23529411764705882,0.375,0.5,0,0,2,1,10,11,0,0,0,0,1
Netherlands,Korea Republic,1998,-20.0,164.21000000000004,0.4230769230769231,0.0,0.3,0.0,0,0,0,1,7,5,0,0,2,0,0
Germany,Serbia,1998,-10.0,86.59000000000015,0.581081081081081,0.4411764705882353,0.6,0.6666666666666666,4,0,1,1,14,9,3,0,6,0,1
Argentina,Jamaica,1998,-61.0,395.0200000000002,0.5094339622641509,0.0,0.5789473684210527,0.0,0,0,0,1,12,1,2,0,4,0,0
USA,IR Iran,1998,-4.0,62.87000000000012,0.26666666666666666,0.0,0.125,0.0,0,0,0,1,6,2,0,0,0,0,2
Colombia,Tunisia,1998,-13.0,103.5,0.18181818181818182,0.25,0.25,0.0,0,0,0,1,4,2,0,0,0,0,0
Romania,England,1998,48.0,-293.78999999999996,0.3888888888888889,0.4523809523809524,0.5,0.46153846153846156,0,0,1,1,7,10,0,1,0,1,0
Italy,Austria,1998,-28.0,233.19000000000005,0.5714285714285714,0.42857142857142855,0.6,0.2,3,0,0,1,14,7,3,0,5,0,0
Chile,Cameroon,1998,-14.0,38.169999999999845,0.30434782608695654,0.23076923076923078,0.0,0.3,0,0,0,1,7,4,0,0,0,0,1
Brazil,Norway,1998,-41.0,368.26,0.68,0.16666666666666666,0.7777777777777778,0.2,0,0,0,1,16,3,4,0,5,0,2
Scotland,Morocco,1998,18.0,-83.97000000000003,0.18181818181818182,0.08333333333333333,0.125,0.1111111111111111,0,0,0,1,8,4,0,0,0,0,2
South Africa,Saudi Arabia,1998,16.0,-88.19000000000005,0.0,0.3333333333333333,0.0,0.3333333333333333,0,0,0,1,1,2,0,0,0,0,1
France,Denmark,1998,-6.0,93.21000000000004,0.4722222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,1,10,2,0,0,0,0,0
Spain,Bulgaria,1998,-65.0,379.8600000000001,0.38461538461538464,0.12,0.4375,0.23076923076923078,0,0,0,1,10,7,0,0,0,0,0
Nigeria,Paraguay,1998,-15.0,49.700000000000045,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.16666666666666666,0,0,0,1,2,5,0,0,0,0,2
Netherlands,Mexico,1998,-5.0,49.61999999999989,0.4444444444444444,0.22857142857142856,0.36363636363636365,0.45454545454545453,0,0,0,1,7,11,0,0,2,0,1
Belgium,Korea Republic,1998,-26.0,286.4100000000001,0.2903225806451613,0.0,0.35294117647058826,0.0,1,0,0,1,10,5,0,0,0,0,1
USA,Serbia,1998,-5.0,63.86000000000013,0.25,0.42857142857142855,0.1111111111111111,0.5714285714285714,0,0,0,1,6,9,0,0,0,0,2
Germany,IR Iran,1998,-9.0,85.60000000000014,0.5733333333333334,0.2,0.5714285714285714,0.5,0,0,0,1,14,2,3,0,6,0,0
Argentina,Croatia,1998,-9.0,128.24,0.5185185185185185,1.0,0.6,1.0,0,0,0,1,12,1,2,0,4,0,0
Japan,Jamaica,1998,-40.0,180.68000000000006,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,2
Romania,Tunisia,1998,23.0,-72.8599999999999,0.42105263157894735,0.2,0.5454545454545454,0.0,0,0,0,1,7,2,0,0,0,0,1
Colombia,England,1998,12.0,-117.43000000000006,0.25,0.4418604651162791,0.3333333333333333,0.42857142857142855,0,0,0,1,4,10,0,1,0,1,2
Italy,Norway,1998,-36.0,253.10000000000014,0.578125,0.2857142857142857,0.6190476190476191,0.3333333333333333,2,0,0,2,14,3,3,0,5,0,0
Brazil,Chile,1998,-28.0,331.69000000000005,0.6710526315789473,0.2916666666666667,0.7368421052631579,0.0,1,0,0,2,16,7,4,0,5,0,0
France,Paraguay,1998,-43.0,311.01,0.4864864864864865,0.2857142857142857,0.7,0.2857142857142857,1,0,0,2,10,5,0,0,0,0,0
Nigeria,Denmark,1998,22.0,-168.0999999999999,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,2,2,2,0,0,0,0,2
